,State,City,Year,Population,Violent Crime,Murder,Rape,Robbery,Assault,Property,Burglary,Larceny,MV Theft,Arson
182,NEW JERSEY,LAKEWOOD TOWNSHIP,2017,102759,51,1,2,20,28,426,114,293,19,2
183,NEW JERSEY,NEWARK,2017,283673,1205,31,51,495,628,3020,570,1414,1036,29
184,NEW JERSEY,PATERSON,2017,147690,484,14,18,228,224,1750,550,828,372,8
185,NEW JERSEY,WOODBRIDGE TOWNSHIP,2017,102129,48,1,4,27,16,727,111,567,49,1
186,NEW MEXICO,LAS CRUCES4,2017,102350,118,6,25,36,51,2279,439,1703,137,0
187,NEW YORK,AMHERST TOWN,2017,121150,63,0,5,23,35,915,70,826,19,2
188,NEW YORK,BUFFALO,2017,256169,1207,25,72,411,699,4434,987,3101,346,90
189,NEW YORK,NEW YORK,2017,8616333,22374,136,1122,6607,14509,57556,5296,49711,2549,0
190,NEW YORK,ROCHESTER,2017,208591,902,11,65,350,476,3742,617,2812,313,55
191,NEW YORK,SYRACUSE,2017,143069,499,9,52,141,297,2129,498,1464,167,28
192,NEW YORK,YONKERS,2017,201554,406,4,17,118,267,942,168,690,84,8
193,NORTH CAROLINA11,GREENSBORO,2017,290051,0,19,0,321,635,4788,999,3436,353,60
194,NORTH CAROLINA13,WILMINGTON,2017,119422,0,11,0,92,224,2014,459,1440,115,4
195,NORTH CAROLINA5,CARY,2017,166986,0,0,0,23,31,828,131,672,25,7
196,NORTH CAROLINA7,CHARLOTTE-MECKLENBURG,2017,914609,0,46,0,979,1982,16414,3275,11880,1259,102
197,NORTH CAROLINA9,DURHAM,2017,269088,0,12,0,428,632,4923,1159,3397,367,20
198,NORTH DAKOTA,FARGO,2017,123430,209,2,47,29,131,1823,220,1469,134,5
199,OHIO,AKRON,2017,197412,674,25,119,193,337,3915,1060,2479,376,66
200,OHIO,CINCINNATI,2017,299116,1389,33,156,601,599,7305,1790,4806,709,0
201,OHIO,CLEVELAND,2017,385351,2575,44,241,1111,1179,9114,2929,4494,1691,141
202,OHIO,COLUMBUS,2017,872205,2270,69,495,937,769,16437,3478,11109,1850,5
203,OHIO,DAYTON,2017,140171,590,16,73,187,314,2869,843,1754,272,22
204,OHIO,TOLEDO,2017,277116,1259,19,120,282,838,5398,1493,3531,374,12
205,OKLAHOMA,BROKEN ARROW,2017,108823,67,0,12,18,37,1225,201,892,132,0
206,OKLAHOMA,NORMAN,2017,124074,178,4,46,23,105,1702,299,1274,129,1
207,OKLAHOMA,OKLAHOMA CITY,2017,648260,2438,33,242,512,1651,11953,2993,7631,1329,45
208,OKLAHOMA,TULSA,2017,404868,2065,37,193,476,1359,11061,2674,6596,1791,72
209,OREGON,EUGENE,2017,168310,320,2,50,84,184,3079,595,2239,245,23
210,OREGON,GRESHAM,2017,112466,204,4,37,46,117,1928,225,1132,571,9
211,OREGON,HILLSBORO,2017,107433,135,0,48,26,61,1070,126,807,137,13
212,OREGON,PORTLAND,2017,649408,1610,9,215,506,880,18468,2264,12582,3622,137
213,OREGON,SALEM,2017,169565,274,3,14,66,191,3709,430,2810,469,16
214,PENNSYLVANIA,ALLENTOWN,2017,120823,295,5,38,132,120,1509,286,1094,129,7
215,PENNSYLVANIA,PHILADELPHIA,2017,1575595,7357,156,585,2878,3738,22766,3130,17141,2495,211
216,RHODE ISLAND,PROVIDENCE,2017,179854,442,4,57,128,253,2686,448,1960,278,9
217,SOUTH CAROLINA,CHARLESTON,2017,136845,184,1,31,46,106,1471,211,1151,109,10
218,SOUTH DAKOTA,SIOUX FALLS,2017,177888,385,3,62,42,278,2353,335,1789,229,24
219,TENNESSEE,CHATTANOOGA,2017,178753,930,17,59,161,693,4964,711,3658,595,6
220,TENNESSEE,CLARKSVILLE,2017,153294,501,4,47,57,393,2089,365,1626,98,6
221,TENNESSEE,KNOXVILLE,2017,187539,845,18,71,198,558,5051,802,3749,500,7
222,TENNESSEE,MEMPHIS,2017,652765,6465,91,300,1562,4512,19018,4553,12609,1856,188
223,TENNESSEE,MURFREESBORO,2017,136102,395,3,38,66,288,2105,240,1753,112,2
