,State,City,Year,Population,Violent Crime,Murder,Rape,Robbery,Assault,Property,Burglary,Larceny,MV Theft,Arson,Total
384,IDAHO,BOISE,2016,218844,330.0,2.0,64.0,20.0,244.0,2482.0,353.0,1961.0,168.0,19.0,5643.0
385,ILLINOIS,AURORA,2016,201034,306.0,2.0,20.0,59.0,225.0,1163.0,197.0,907.0,59.0,11.0,2949.0
386,ILLINOIS,CHICAGO,2016,2728695,13729.0,317.0,749.0,5164.0,7499.0,39151.0,6176.0,27768.0,5207.0,285.0,106045.0
387,ILLINOIS,ELGIN,2016,111832,124.0,0.0,16.0,39.0,69.0,651.0,93.0,523.0,35.0,10.0,1560.0
388,ILLINOIS,JOLIET,2016,147991,260.0,2.0,31.0,69.0,158.0,1378.0,282.0,1038.0,58.0,24.0,3300.0
389,ILLINOIS,NAPERVILLE,2016,147101,37.0,0.0,4.0,13.0,20.0,697.0,72.0,608.0,17.0,1.0,1469.0
390,ILLINOIS,PEORIA,2016,116066,378.0,6.0,34.0,121.0,217.0,1992.0,468.0,1449.0,75.0,36.0,4776.0
391,ILLINOIS,ROCKFORD,2016,148178,1238.0,10.0,69.0,264.0,895.0,2684.0,598.0,1866.0,220.0,16.0,7860.0
392,INDIANA,EVANSVILLE5,2016,120414,359.0,5.0,44.0,98.0,212.0,2898.0,468.0,2240.0,190.0,0.0,6514.0
393,INDIANA,FORT WAYNE,2016,259712,450.0,16.0,47.0,161.0,226.0,3976.0,768.0,3062.0,146.0,28.0,8880.0
394,INDIANA,SOUTH BEND,2016,101240,465.0,6.0,43.0,136.0,280.0,2201.0,485.0,1517.0,199.0,18.0,5350.0
395,KANSAS,OLATHE,2016,134830,111.0,1.0,23.0,15.0,72.0,986.0,80.0,821.0,85.0,1.0,2195.0
396,KANSAS,OVERLAND PARK,2016,187240,188.0,1.0,69.0,20.0,98.0,1376.0,235.0,1000.0,141.0,8.0,3136.0
397,KANSAS,TOPEKA,2016,127096,304.0,8.0,27.0,100.0,169.0,3302.0,512.0,2439.0,351.0,1.0,7213.0
398,KENTUCKY,LEXINGTON,2016,314077,504.0,9.0,86.0,276.0,133.0,5982.0,1052.0,4438.0,492.0,23.0,12995.0
399,KENTUCKY,LOUISVILLE METRO6,2016,680550,2243.0,53.0,81.0,741.0,1368.0,14378.0,2810.0,9559.0,2009.0,6.0,33248.0
400,LOUISIANA,BATON ROUGE,2016,228727,979.0,15.0,53.0,348.0,563.0,4708.0,1058.0,3381.0,269.0,65.0,11439.0
401,LOUISIANA,LAFAYETTE,2016,127273,333.0,5.0,12.0,83.0,233.0,3156.0,533.0,2447.0,176.0,11.0,6989.0
402,LOUISIANA,NEW ORLEANS,2016,393447,2041.0,67.0,299.0,685.0,990.0,7586.0,1277.0,5131.0,1178.0,34.0,19288.0
403,LOUISIANA,SHREVEPORT,2016,197592,837.0,16.0,65.0,202.0,554.0,4729.0,986.0,3442.0,301.0,34.0,11166.0
404,MARYLAND,BALTIMORE,2016,621252,5176.0,137.0,150.0,2340.0,2549.0,13822.0,3462.0,7844.0,2516.0,137.0,38133.0
405,MASSACHUSETTS,CAMBRIDGE,2016,110953,162.0,2.0,16.0,38.0,106.0,1183.0,187.0,928.0,68.0,4.0,2694.0
406,MASSACHUSETTS,LOWELL,2016,110819,220.0,0.0,6.0,54.0,160.0,969.0,176.0,662.0,131.0,8.0,2386.0
407,MASSACHUSETTS,SPRINGFIELD,2016,154090,766.0,5.0,38.0,248.0,475.0,2459.0,737.0,1429.0,293.0,16.0,6466.0
408,MASSACHUSETTS,WORCESTER,2016,183377,771.0,2.0,21.0,179.0,569.0,2711.0,746.0,1704.0,261.0,3.0,6967.0
409,MICHIGAN,ANN ARBOR,2016,118730,106.0,0.0,32.0,20.0,54.0,926.0,126.0,757.0,43.0,3.0,2067.0
410,MICHIGAN,DETROIT,2016,673225,5409.0,103.0,267.0,1130.0,3909.0,13442.0,3368.0,6229.0,3845.0,335.0,38037.0
411,MICHIGAN,GRAND RAPIDS7,2016,195268,619.0,4.0,72.0,137.0,406.0,0.0,374.0,1472.0,0.0,28.0,3112.0
412,MICHIGAN,LANSING,2016,114694,525.0,4.0,45.0,81.0,395.0,1248.0,308.0,799.0,141.0,3.0,3549.0
413,MICHIGAN,WARREN,2016,135367,351.0,3.0,74.0,56.0,218.0,1647.0,427.0,1012.0,208.0,17.0,4013.0
414,MINNESOTA,MINNEAPOLIS,2016,413479,2111.0,10.0,210.0,799.0,1092.0,7607.0,1381.0,5347.0,879.0,38.0,19474.0
415,MINNESOTA,ROCHESTER,2016,112542,127.0,0.0,35.0,30.0,62.0,1186.0,173.0,970.0,43.0,0.0,2626.0
416,MINNESOTA,ST. PAUL,2016,300721,1000.0,9.0,100.0,341.0,550.0,4360.0,900.0,2695.0,765.0,35.0,10755.0
417,MISSISSIPPI,JACKSON,2016,170508,677.0,27.0,42.0,297.0,311.0,3875.0,922.0,2515.0,438.0,55.0,9159.0
418,MISSOURI,COLUMBIA,2016,118911,244.0,2.0,40.0,61.0,141.0,1546.0,275.0,1183.0,88.0,6.0,3586.0
419,MISSOURI,INDEPENDENCE,2016,117639,304.0,2.0,29.0,61.0,212.0,2989.0,444.0,2172.0,373.0,7.0,6593.0
420,MISSOURI,KANSAS CITY,2016,473373,3668.0,51.0,178.0,862.0,2577.0,9204.0,2076.0,5459.0,1669.0,87.0,25831.0
421,MISSOURI,SPRINGFIELD,2016,166860,1144.0,5.0,153.0,213.0,773.0,6283.0,1060.0,4639.0,584.0,31.0,14885.0
422,MISSOURI,ST. LOUIS,2016,317095,2781.0,88.0,141.0,811.0,1741.0,8522.0,1605.0,5587.0,1330.0,136.0,22742.0
423,MONTANA,BILLINGS,2016,109997,270.0,0.0,33.0,49.0,188.0,2537.0,319.0,1906.0,312.0,10.0,5624.0
424,NEBRASKA,LINCOLN,2016,276585,473.0,8.0,101.0,90.0,274.0,4104.0,597.0,3324.0,183.0,0.0,9154.0
425,NEBRASKA,OMAHA5,2016,452252,1141.0,12.0,118.0,248.0,763.0,8166.0,922.0,5820.0,1424.0,32.0,18646.0
426,NEVADA,HENDERSON,2016,282554,305.0,3.0,48.0,106.0,148.0,2828.0,663.0,1851.0,314.0,8.0,6274.0
427,NEVADA,LAS VEGAS METROPOLITAN POLICE DEPARTMENT,2016,1562134,7277.0,83.0,735.0,2537.0,3922.0,22234.0,6115.0,11881.0,4238.0,49.0,59071.0
428,NEVADA,NORTH LAS VEGAS,2016,234386,1122.0,11.0,46.0,243.0,822.0,2543.0,789.0,1151.0,603.0,9.0,7339.0
429,NEVADA,RENO,2016,239721,809.0,4.0,72.0,190.0,543.0,3820.0,599.0,2693.0,528.0,8.0,9266.0
430,NEW HAMPSHIRE,MANCHESTER,2016,110661,364.0,1.0,39.0,102.0,222.0,1565.0,240.0,1261.0,64.0,16.0,3874.0
431,NEW JERSEY,EDISON TOWNSHIP,2016,102281,49.0,0.0,3.0,16.0,30.0,528.0,71.0,421.0,36.0,1.0,1155.0
432,NEW JERSEY,ELIZABETH,2016,129364,511.0,3.0,22.0,235.0,251.0,1976.0,394.0,1141.0,441.0,1.0,4975.0
433,NEW JERSEY,JERSEY CITY,2016,265159,598.0,11.0,33.0,258.0,296.0,1986.0,479.0,1257.0,250.0,23.0,5191.0
434,NEW JERSEY,PATERSON,2016,146588,547.0,7.0,28.0,263.0,249.0,1498.0,464.0,727.0,307.0,5.0,4095.0
435,NEW JERSEY,WOODBRIDGE TOWNSHIP,2016,100950,51.0,0.0,4.0,24.0,23.0,802.0,102.0,643.0,57.0,2.0,1708.0
436,NEW MEXICO,ALBUQUERQUE,2016,559721,2897.0,32.0,193.0,847.0,1825.0,17888.0,2992.0,11575.0,3321.0,0.0,41570.0
437,NEW MEXICO,LAS CRUCES,2016,102227,126.0,2.0,16.0,19.0,89.0,2351.0,377.0,1848.0,126.0,1.0,4955.0
438,NEW YORK,AMHERST TOWN,2016,120207,45.0,1.0,3.0,15.0,26.0,953.0,79.0,857.0,17.0,2.0,1998.0
439,NEW YORK,BUFFALO,2016,258096,1358.0,19.0,88.0,468.0,783.0,4803.0,1184.0,3227.0,392.0,108.0,12430.0
440,NEW YORK,NEW YORK,2016,8550861,23543.0,159.0,1184.0,7366.0,14834.0,59928.0,5809.0,51171.0,2948.0,0.0,166942.0
441,NEW YORK,ROCHESTER,2016,209922,879.0,16.0,72.0,291.0,500.0,3583.0,677.0,2572.0,334.0,48.0,8972.0
442,NEW YORK,SYRACUSE,2016,144027,502.0,13.0,31.0,149.0,309.0,2209.0,469.0,1576.0,164.0,24.0,5446.0
443,NEW YORK,YONKERS,2016,201753,464.0,4.0,21.0,206.0,233.0,988.0,181.0,712.0,95.0,9.0,2913.0
444,NORTH CAROLINA,CARY,2016,160291,67.0,0.0,9.0,24.0,34.0,852.0,126.0,699.0,27.0,4.0,1842.0
445,NORTH CAROLINA,FAYETTEVILLE,2016,204731,659.0,17.0,46.0,147.0,449.0,4598.0,892.0,3520.0,186.0,28.0,10542.0
446,NORTH CAROLINA,GREENSBORO,2016,285950,898.0,7.0,41.0,252.0,598.0,4770.0,1029.0,3441.0,300.0,56.0,11392.0
447,NORTH CAROLINA,HIGH POINT,2016,109669,318.0,2.0,16.0,74.0,226.0,1896.0,346.0,1463.0,87.0,5.0,4433.0
448,NORTH CAROLINA,WILMINGTON,2016,115434,409.0,5.0,22.0,114.0,268.0,2348.0,659.0,1565.0,124.0,4.0,5518.0
449,NORTH DAKOTA,FARGO,2016,118490,215.0,1.0,39.0,30.0,145.0,1737.0,251.0,1352.0,134.0,9.0,3913.0
450,OHIO,AKRON,2016,197587,531.0,16.0,99.0,181.0,235.0,3210.0,979.0,1982.0,249.0,43.0,7525.0
451,OHIO,CINCINNATI,2016,298478,1268.0,32.0,128.0,570.0,538.0,7064.0,1843.0,4716.0,505.0,0.0,16664.0
452,OHIO,COLUMBUS,2016,847745,2124.0,40.0,395.0,1018.0,671.0,16668.0,3537.0,11572.0,1559.0,190.0,37774.0
453,OHIO,DAYTON,2016,140683,573.0,9.0,44.0,202.0,318.0,3354.0,977.0,2030.0,347.0,7.0,7861.0
454,OKLAHOMA,BROKEN ARROW,2016,106145,73.0,1.0,11.0,21.0,40.0,1016.0,166.0,783.0,67.0,3.0,2181.0
455,OKLAHOMA,OKLAHOMA CITY,2016,630621,2462.0,30.0,227.0,547.0,1658.0,12436.0,2649.0,8381.0,1406.0,47.0,29843.0
456,OKLAHOMA,TULSA,2016,401520,2064.0,28.0,226.0,455.0,1355.0,11532.0,2681.0,7179.0,1672.0,92.0,27284.0
457,OREGON,EUGENE,2016,161608,285.0,2.0,42.0,58.0,183.0,2941.0,468.0,2163.0,310.0,29.0,6481.0
458,OREGON,SALEM,2016,163320,238.0,4.0,17.0,61.0,156.0,3339.0,533.0,2510.0,296.0,13.0,7167.0
459,PENNSYLVANIA,ALLENTOWN,2016,119335,257.0,6.0,23.0,122.0,106.0,1547.0,331.0,1083.0,133.0,11.0,3619.0
460,PENNSYLVANIA,ERIE,2016,98887,176.0,6.0,18.0,58.0,94.0,959.0,223.0,697.0,39.0,19.0,2289.0
461,PENNSYLVANIA,PHILADELPHIA,2016,1567810,7374.0,122.0,634.0,2896.0,3722.0,22948.0,3263.0,17069.0,2616.0,197.0,60841.0
462,PENNSYLVANIA,PITTSBURGH,2016,306870,1115.0,29.0,51.0,438.0,597.0,4487.0,716.0,3358.0,413.0,76.0,11280.0
463,SOUTH CAROLINA,CHARLESTON,2016,132585,200.0,6.0,18.0,51.0,125.0,1524.0,166.0,1237.0,121.0,3.0,3451.0
464,SOUTH CAROLINA,COLUMBIA,2016,132495,373.0,5.0,38.0,120.0,210.0,3411.0,496.0,2546.0,369.0,5.0,7573.0
465,SOUTH CAROLINA,NORTH CHARLESTON,2016,109051,435.0,15.0,40.0,136.0,244.0,2961.0,425.0,2228.0,308.0,9.0,6801.0
466,SOUTH DAKOTA,SIOUX FALLS,2016,172313,460.0,2.0,70.0,57.0,331.0,2664.0,412.0,1944.0,308.0,24.0,6272.0
467,TENNESSEE,CHATTANOOGA,2016,174969,873.0,12.0,57.0,154.0,650.0,4787.0,777.0,3532.0,478.0,13.0,11333.0
468,TENNESSEE,CLARKSVILLE,2016,150319,481.0,6.0,43.0,52.0,380.0,1799.0,307.0,1421.0,71.0,1.0,4561.0
469,TENNESSEE,KNOXVILLE,2016,185638,832.0,7.0,78.0,199.0,548.0,4854.0,810.0,3676.0,368.0,9.0,11381.0
470,TENNESSEE,MEMPHIS,2016,657936,5733.0,88.0,229.0,1537.0,3879.0,16833.0,4348.0,11152.0,1333.0,181.0,45313.0
471,TENNESSEE,MURFREESBORO,2016,123994,359.0,2.0,25.0,74.0,258.0,1830.0,335.0,1411.0,84.0,4.0,4382.0
472,TENNESSEE,NASHVILLE,2016,658029,3398.0,35.0,216.0,799.0,2348.0,11480.0,2232.0,8545.0,703.0,36.0,29792.0
473,TEXAS,ABILENE,2016,121764,279.0,6.0,32.0,56.0,185.0,2242.0,468.0,1650.0,124.0,8.0,5050.0
474,TEXAS,AMARILLO,2016,198770,680.0,6.0,85.0,136.0,453.0,4526.0,899.0,3191.0,436.0,16.0,10428.0
475,TEXAS,AUSTIN,2016,938728,1958.0,12.0,339.0,511.0,1096.0,16933.0,2659.0,13146.0,1128.0,41.0,37823.0
476,TEXAS,BEAUMONT,2016,117635,649.0,7.0,44.0,191.0,407.0,2466.0,765.0,1561.0,140.0,25.0,6255.0
477,TEXAS,BROWNSVILLE ,2016,184941,234.0,2.0,28.0,66.0,138.0,3057.0,463.0,2511.0,83.0,4.0,6586.0
478,TEXAS,CARROLLTON5,2016,130676,116.0,2.0,23.0,32.0,59.0,1358.0,245.0,983.0,130.0,2.0,2950.0
479,TEXAS,COLLEGE STATION,2016,105855,118.0,0.0,27.0,27.0,64.0,1081.0,161.0,861.0,59.0,1.0,2399.0
480,TEXAS,CORPUS CHRISTI,2016,324326,1090.0,11.0,135.0,195.0,749.0,5703.0,1044.0,4317.0,342.0,24.0,13610.0
481,TEXAS,DALLAS,2016,1301977,4772.0,81.0,381.0,2150.0,2160.0,22059.0,5401.0,13049.0,3609.0,184.0,53846.0
482,TEXAS,DENTON,2016,131194,158.0,3.0,46.0,26.0,83.0,1424.0,265.0,1096.0,63.0,0.0,3164.0
483,TEXAS,EL PASO,2016,686077,1337.0,6.0,152.0,222.0,957.0,5950.0,705.0,4825.0,420.0,24.0,14598.0
484,TEXAS,FORT WORTH,2016,829731,2217.0,36.0,225.0,587.0,1369.0,13909.0,2473.0,10284.0,1152.0,62.0,32314.0
485,TEXAS,FRISCO,2016,152678,65.0,0.0,10.0,16.0,39.0,1176.0,137.0,1012.0,27.0,5.0,2487.0
486,TEXAS,GARLAND,2016,237593,367.0,1.0,54.0,176.0,136.0,3681.0,720.0,2538.0,423.0,13.0,8109.0
487,TEXAS,GRAND PRAIRIE,2016,187901,306.0,5.0,65.0,94.0,142.0,2217.0,350.0,1634.0,233.0,6.0,5052.0
488,TEXAS,HOUSTON,2016,2275221,11578.0,158.0,600.0,4763.0,6057.0,49299.0,8995.0,33924.0,6380.0,364.0,122118.0
489,TEXAS,IRVING,2016,236465,258.0,2.0,13.0,115.0,128.0,3191.0,633.0,2250.0,308.0,15.0,6913.0
490,TEXAS,KILLEEN,2016,140497,445.0,5.0,67.0,91.0,282.0,1797.0,563.0,1085.0,149.0,16.0,4500.0
491,TEXAS,LAREDO,2016,256280,493.0,7.0,74.0,88.0,324.0,4126.0,570.0,3445.0,111.0,28.0,9266.0
492,TEXAS,LEWISVILLE,2016,104741,91.0,0.0,21.0,20.0,50.0,1334.0,206.0,984.0,144.0,4.0,2854.0
493,TEXAS,LUBBOCK,2016,247271,1306.0,3.0,74.0,209.0,1020.0,5918.0,1302.0,4186.0,430.0,25.0,14473.0
494,TEXAS,MCALLEN,2016,140593,96.0,1.0,23.0,31.0,41.0,2227.0,154.0,2029.0,44.0,6.0,4652.0
495,TEXAS,MCKINNEY,2016,163406,117.0,4.0,24.0,30.0,59.0,1102.0,151.0,879.0,72.0,7.0,2445.0
496,TEXAS,MESQUITE,2016,145569,287.0,0.0,32.0,117.0,138.0,2756.0,488.0,1903.0,365.0,7.0,6093.0
497,TEXAS,MIDLAND,2016,132625,247.0,3.0,15.0,49.0,180.0,1785.0,300.0,1400.0,85.0,6.0,4070.0
498,TEXAS,ODESSA,2016,118606,490.0,3.0,39.0,59.0,389.0,2250.0,447.0,1585.0,218.0,12.0,5492.0
499,TEXAS,PASADENA,2016,154986,328.0,2.0,49.0,102.0,175.0,1949.0,308.0,1426.0,215.0,13.0,4567.0
500,TEXAS,PEARLAND,2016,106850,92.0,0.0,11.0,32.0,49.0,961.0,139.0,765.0,57.0,4.0,2110.0
501,TEXAS,PLANO,2016,282968,178.0,5.0,30.0,52.0,91.0,2758.0,485.0,2073.0,200.0,9.0,5881.0
502,TEXAS,RICHARDSON,2016,111008,91.0,2.0,10.0,39.0,40.0,1201.0,177.0,920.0,104.0,0.0,2584.0
503,TEXAS,ROUND ROCK,2016,115955,85.0,0.0,14.0,18.0,53.0,1363.0,159.0,1163.0,41.0,6.0,2902.0
504,TEXAS,SAN ANTONIO,2016,1463586,5111.0,70.0,572.0,1051.0,3418.0,36630.0,5449.0,28000.0,3181.0,119.0,83601.0
505,TEXAS,TYLER,2016,102481,206.0,1.0,33.0,52.0,120.0,2002.0,305.0,1621.0,76.0,1.0,4417.0
506,TEXAS,WACO,2016,131413,346.0,2.0,60.0,74.0,210.0,2351.0,535.0,1757.0,59.0,7.0,5401.0
507,TEXAS,WICHITA FALLS,2016,105186,245.0,3.0,64.0,75.0,103.0,1775.0,388.0,1248.0,139.0,0.0,4040.0
508,UTAH,PROVO,2016,115294,82.0,0.0,30.0,12.0,40.0,1449.0,156.0,1197.0,96.0,2.0,3064.0
509,VIRGINIA,ALEXANDRIA,2016,152710,137.0,3.0,12.0,61.0,61.0,1306.0,85.0,1089.0,132.0,5.0,2891.0
510,VIRGINIA,CHESAPEAKE,2016,235273,416.0,7.0,37.0,95.0,277.0,2979.0,318.0,2491.0,170.0,11.0,6801.0
511,VIRGINIA,HAMPTON,2016,136381,174.0,10.0,19.0,73.0,72.0,2012.0,245.0,1637.0,130.0,6.0,4378.0
512,VIRGINIA,NEWPORT NEWS ,2016,182975,377.0,11.0,38.0,126.0,202.0,2570.0,410.0,1895.0,265.0,25.0,5919.0
513,VIRGINIA,NORFOLK,2016,245400,766.0,27.0,66.0,217.0,456.0,4438.0,557.0,3650.0,231.0,11.0,10419.0
514,VIRGINIA,RICHMOND,2016,220802,504.0,24.0,29.0,221.0,230.0,3065.0,553.0,2177.0,335.0,20.0,7158.0
515,VIRGINIA,VIRGINIA BEACH,2016,452797,344.0,8.0,69.0,133.0,134.0,4798.0,428.0,4113.0,257.0,36.0,10320.0
516,WASHINGTON,BELLEVUE,2016,138532,75.0,0.0,6.0,36.0,33.0,2165.0,333.0,1679.0,153.0,10.0,4490.0
517,WASHINGTON,EVERETT6,2016,107633,258.0,1.0,30.0,75.0,152.0,2958.0,464.0,1984.0,510.0,8.0,6440.0
518,WASHINGTON,KENT,2016,127259,162.0,0.0,31.0,74.0,57.0,3669.0,595.0,2397.0,677.0,6.0,7668.0
519,WASHINGTON,RENTON,2016,100015,148.0,3.0,18.0,60.0,67.0,2921.0,454.0,1861.0,606.0,20.0,6158.0
520,WASHINGTON,SEATTLE,2016,683700,2058.0,15.0,129.0,757.0,1157.0,19148.0,3921.0,13294.0,1933.0,53.0,42465.0
521,WASHINGTON,SPOKANE,2016,212698,564.0,4.0,68.0,153.0,339.0,8000.0,1303.0,5758.0,939.0,18.0,17146.0
522,WASHINGTON,TACOMA,2016,206884,1010.0,5.0,69.0,285.0,651.0,6795.0,1233.0,4329.0,1233.0,48.0,15658.0
523,WASHINGTON,VANCOUVER,2016,171076,319.0,0.0,64.0,69.0,186.0,2868.0,508.0,1859.0,501.0,24.0,6398.0
524,WISCONSIN,GREEN BAY,2016,105119,244.0,1.0,30.0,30.0,183.0,954.0,159.0,768.0,27.0,4.0,2400.0
525,WISCONSIN,KENOSHA,2016,100038,141.0,0.0,12.0,58.0,71.0,1042.0,206.0,795.0,41.0,3.0,2369.0
526,WISCONSIN,MADISON,2016,248833,395.0,6.0,56.0,99.0,234.0,3187.0,434.0,2593.0,160.0,8.0,7172.0
527,WISCONSIN,MILWAUKEE,2016,600400,4427.0,53.0,248.0,1531.0,2595.0,11359.0,2358.0,6026.0,2975.0,118.0,31690.0
528,ALABAMA,BIRMINGHAM,2017,212178,1833.0,42.0,92.0,473.0,1226.0,6472.0,1293.0,4360.0,819.0,113.0,16723.0
529,ALABAMA,MOBILE4,2017,248431,937.0,22.0,57.0,236.0,622.0,6493.0,1509.0,4399.0,585.0,35.0,14895.0
530,ALABAMA,MONTGOMERY,2017,199099,656.0,19.0,35.0,185.0,417.0,4246.0,1031.0,2797.0,418.0,0.0,9804.0
531,ALABAMA,MONTGOMERY,2017,101124,212.0,2.0,18.0,69.0,123.0,1953.0,390.0,1475.0,88.0,0.0,4330.0
532,ALASKA,ANCHORAGE,2017,296188,1798.0,13.0,287.0,369.0,1129.0,7708.0,1089.0,5180.0,1439.0,31.0,19043.0
533,ARIZONA,CHANDLER,2017,249355,303.0,1.0,67.0,72.0,163.0,2906.0,401.0,2298.0,207.0,10.0,6428.0
534,ARIZONA,GILBERT,2017,242090,99.0,1.0,27.0,17.0,54.0,1589.0,213.0,1313.0,63.0,5.0,3381.0
535,ARIZONA,GLENDALE,2017,249273,598.0,7.0,36.0,247.0,308.0,5654.0,848.0,4198.0,608.0,18.0,12522.0
536,ARIZONA,MESA,2017,492268,1000.0,11.0,127.0,221.0,641.0,5472.0,962.0,4069.0,441.0,9.0,12953.0
537,ARIZONA,PEORIA,2017,165889,202.0,3.0,34.0,33.0,132.0,1786.0,275.0,1394.0,117.0,2.0,3978.0
538,ARIZONA,SCOTTSDALE,2017,251840,193.0,2.0,47.0,55.0,89.0,2684.0,437.0,2115.0,132.0,9.0,5763.0
539,ARIZONA,SURPRISE,2017,135345,57.0,1.0,5.0,21.0,30.0,1300.0,124.0,1100.0,76.0,2.0,2716.0
540,ARIZONA,TEMPE,2017,186086,463.0,3.0,74.0,120.0,266.0,3812.0,502.0,3083.0,227.0,12.0,8562.0
541,ARIZONA,TUCSON,2017,532323,2155.0,21.0,263.0,694.0,1177.0,13381.0,2053.0,10200.0,1128.0,84.0,31156.0
542,ARKANSAS,LITTLE ROCK,2017,199314,1759.0,25.0,102.0,258.0,1374.0,6985.0,1260.0,5116.0,609.0,28.0,17516.0
543,CALIFORNIA,ANAHEIM,2017,353400,601.0,6.0,63.0,218.0,314.0,4629.0,652.0,3190.0,787.0,16.0,10476.0
544,CALIFORNIA,ANTIOCH,2017,112252,306.0,4.0,22.0,127.0,153.0,1873.0,301.0,1037.0,535.0,30.0,4388.0
545,CALIFORNIA,BAKERSFIELD,2017,381154,929.0,22.0,48.0,365.0,494.0,7570.0,1643.0,4621.0,1306.0,127.0,17125.0
546,CALIFORNIA,BERKELEY,2017,122687,322.0,1.0,38.0,181.0,102.0,2827.0,386.0,2148.0,293.0,6.0,6304.0
547,CALIFORNIA,BURBANK,2017,104622,113.0,0.0,7.0,40.0,66.0,1483.0,158.0,1187.0,138.0,11.0,3203.0
548,CALIFORNIA,CARLSBAD,2017,115344,106.0,0.0,16.0,17.0,73.0,1014.0,204.0,745.0,65.0,7.0,2247.0
549,CALIFORNIA,CHULA VISTA,2017,271109,376.0,0.0,30.0,138.0,208.0,1907.0,313.0,1244.0,350.0,13.0,4579.0
550,CALIFORNIA,CLOVIS,2017,108419,144.0,0.0,23.0,36.0,85.0,1516.0,245.0,1177.0,94.0,3.0,3323.0
551,CALIFORNIA,CONCORD,2017,129789,229.0,3.0,28.0,85.0,113.0,2130.0,203.0,1499.0,428.0,14.0,4732.0
552,CALIFORNIA,CORONA,2017,169164,108.0,0.0,23.0,43.0,42.0,1807.0,308.0,1213.0,286.0,9.0,3839.0
553,CALIFORNIA,COSTA MESA,2017,113267,166.0,1.0,27.0,69.0,69.0,2330.0,344.0,1688.0,298.0,5.0,4997.0
554,CALIFORNIA,DALY CITY,2017,107355,144.0,0.0,30.0,58.0,56.0,829.0,104.0,629.0,96.0,4.0,1950.0
555,CALIFORNIA,DOWNEY,2017,113511,198.0,1.0,11.0,89.0,97.0,1671.0,292.0,976.0,403.0,2.0,3740.0
556,CALIFORNIA,EL CAJON,2017,104447,189.0,0.0,24.0,62.0,103.0,1207.0,231.0,757.0,219.0,6.0,2798.0
557,CALIFORNIA,ELK GROVE,2017,172620,273.0,0.0,18.0,47.0,208.0,1179.0,208.0,862.0,109.0,0.0,2904.0
558,CALIFORNIA,EL MONTE,2017,116168,239.0,4.0,23.0,95.0,117.0,1396.0,361.0,677.0,358.0,4.0,3274.0
559,CALIFORNIA,ESCONDIDO,2017,152845,252.0,3.0,21.0,68.0,160.0,1269.0,215.0,877.0,177.0,9.0,3051.0
560,CALIFORNIA,FAIRFIELD,2017,116372,283.0,5.0,18.0,99.0,161.0,1433.0,230.0,975.0,228.0,11.0,3443.0
561,CALIFORNIA,FONTANA,2017,211782,321.0,4.0,33.0,81.0,203.0,1840.0,295.0,1089.0,456.0,6.0,4328.0
562,CALIFORNIA,FREMONT,2017,236368,202.0,0.0,30.0,88.0,84.0,2722.0,350.0,1870.0,502.0,8.0,5856.0
563,CALIFORNIA,FRESNO,2017,526371,1511.0,33.0,90.0,502.0,886.0,10256.0,1860.0,6908.0,1488.0,112.0,23646.0
564,CALIFORNIA,FULLERTON,2017,141637,133.0,0.0,31.0,41.0,61.0,1984.0,154.0,1620.0,210.0,20.0,4254.0
565,CALIFORNIA,GARDEN GROVE,2017,175466,304.0,2.0,6.0,112.0,184.0,2209.0,427.0,1458.0,324.0,11.0,5037.0
566,CALIFORNIA,GLENDALE,2017,202381,155.0,1.0,13.0,72.0,69.0,1553.0,246.0,1150.0,157.0,5.0,3421.0
567,CALIFORNIA,HAYWARD,2017,161417,260.0,2.0,34.0,125.0,99.0,2523.0,247.0,1355.0,921.0,13.0,5579.0
568,CALIFORNIA,HUNTINGTON BEACH,2017,202244,205.0,0.0,22.0,33.0,150.0,2133.0,335.0,1565.0,233.0,9.0,4685.0
569,CALIFORNIA,INGLEWOOD,2017,110811,418.0,4.0,22.0,206.0,186.0,1366.0,242.0,685.0,439.0,10.0,3578.0
570,CALIFORNIA,IRVINE,2017,276115,87.0,2.0,24.0,28.0,33.0,1797.0,324.0,1374.0,99.0,4.0,3772.0
571,CALIFORNIA,JURUPA VALLEY,2017,104922,138.0,3.0,10.0,36.0,89.0,1352.0,155.0,858.0,339.0,3.0,2983.0
572,CALIFORNIA,LANCASTER,2017,160653,527.0,7.0,29.0,143.0,348.0,1561.0,438.0,794.0,329.0,17.0,4193.0
573,CALIFORNIA,LONG BEACH,2017,471397,1551.0,11.0,93.0,618.0,829.0,6280.0,1442.0,3416.0,1422.0,59.0,15721.0
574,CALIFORNIA,LOS ANGELES,2017,4007147,14647.0,142.0,1229.0,5163.0,8113.0,50108.0,8233.0,32231.0,9644.0,651.0,130161.0
575,CALIFORNIA,MODESTO,2017,213677,1009.0,13.0,54.0,253.0,689.0,4279.0,664.0,2897.0,718.0,36.0,10612.0
576,CALIFORNIA,MORENO VALLEY,2017,207418,372.0,6.0,15.0,166.0,185.0,3303.0,580.0,2132.0,591.0,8.0,7358.0
577,CALIFORNIA,MURRIETA,2017,113016,39.0,1.0,10.0,15.0,13.0,837.0,140.0,608.0,89.0,4.0,1756.0
578,CALIFORNIA,NORWALK,2017,106278,202.0,2.0,9.0,65.0,126.0,990.0,221.0,532.0,237.0,5.0,2389.0
