,State,City,Year,Population,Violent Crime,Murder,Rape,Robbery,Assault,Property,Burglary,Larceny,MV Theft,Arson,Total
773,TEXAS,LEAGUE CITY,2017,105351,57.0,2.0,15.0,13.0,27.0,930.0,112.0,779.0,39.0,3.0,1977.0
774,TEXAS,LUBBOCK,2017,256335,1458.0,3.0,94.0,204.0,1157.0,6177.0,1231.0,4258.0,688.0,29.0,15299.0
775,TEXAS,MCALLEN,2017,144162,128.0,4.0,12.0,34.0,78.0,1945.0,97.0,1825.0,23.0,1.0,4147.0
776,TEXAS,MCKINNEY,2017,179934,128.0,1.0,29.0,35.0,63.0,1191.0,152.0,953.0,86.0,8.0,2646.0
777,TEXAS,MESQUITE,2017,144406,304.0,2.0,38.0,112.0,152.0,2638.0,428.0,1758.0,452.0,3.0,5887.0
778,TEXAS,MIDLAND,2017,138954,180.0,2.0,17.0,22.0,139.0,1203.0,179.0,924.0,100.0,2.0,2768.0
779,TEXAS,ODESSA,2017,121194,445.0,2.0,37.0,55.0,351.0,1514.0,257.0,1138.0,119.0,3.0,3921.0
780,TEXAS,RICHARDSON,2017,115824,99.0,1.0,17.0,50.0,31.0,1144.0,204.0,842.0,98.0,0.0,2486.0
781,TEXAS,ROUND ROCK,2017,124617,79.0,1.0,18.0,19.0,41.0,1431.0,117.0,1282.0,32.0,3.0,3023.0
782,TEXAS,SAN ANTONIO,2017,1520712,5419.0,61.0,599.0,1179.0,3580.0,37568.0,6002.0,27920.0,3646.0,98.0,86072.0
783,TEXAS,WICHITA FALLS,2017,104706,185.0,1.0,35.0,55.0,94.0,1584.0,360.0,1089.0,135.0,0.0,3538.0
784,UTAH,PROVO4,2017,117540,70.0,1.0,27.0,10.0,32.0,,,764.0,51.0,1.0,956.0
785,UTAH,SALT LAKE CITY,2017,194968,871.0,2.0,153.0,274.0,442.0,7955.0,957.0,6082.0,916.0,9.0,17661.0
786,UTAH,WEST JORDAN,2017,115390,129.0,1.0,16.0,23.0,89.0,1786.0,167.0,1408.0,211.0,3.0,3833.0
787,UTAH,WEST VALLEY,2017,137762,424.0,5.0,93.0,86.0,240.0,2985.0,414.0,1925.0,646.0,10.0,6828.0
788,VIRGINIA,ALEXANDRIA,2017,158256,124.0,1.0,10.0,49.0,64.0,1193.0,82.0,990.0,121.0,1.0,2635.0
789,VIRGINIA,CHESAPEAKE,2017,240119,456.0,7.0,43.0,96.0,310.0,2593.0,321.0,2167.0,105.0,8.0,6106.0
790,VIRGINIA,NEWPORT NEWS ,2017,181738,430.0,9.0,48.0,114.0,259.0,2548.0,410.0,1923.0,215.0,19.0,5975.0
791,VIRGINIA,NORFOLK,2017,245190,683.0,17.0,66.0,189.0,411.0,4384.0,594.0,3492.0,298.0,6.0,10140.0
792,VIRGINIA,RICHMOND5,2017,226236,,,,,,,,,,,0.0
793,VIRGINIA,ROANOKE,2017,100027,201.0,8.0,22.0,30.0,141.0,2121.0,214.0,1768.0,139.0,7.0,4651.0
794,VIRGINIA,VIRGINIA BEACH,2017,454353,340.0,11.0,64.0,142.0,123.0,4189.0,384.0,3608.0,197.0,28.0,9086.0
795,WASHINGTON,BELLEVUE,2017,143703,75.0,0.0,13.0,28.0,34.0,2235.0,316.0,1770.0,149.0,8.0,4628.0
796,WASHINGTON,EVERETT,2017,110040,268.0,3.0,27.0,75.0,163.0,2499.0,435.0,1626.0,438.0,7.0,5541.0
797,WASHINGTON,KENT,2017,128990,230.0,3.0,37.0,85.0,105.0,3404.0,411.0,2349.0,644.0,12.0,7280.0
798,WASHINGTON,RENTON,2017,102470,173.0,3.0,18.0,56.0,96.0,2648.0,328.0,1917.0,403.0,6.0,5648.0
799,WASHINGTON,SEATTLE,2017,721365,2200.0,8.0,148.0,746.0,1298.0,18686.0,3837.0,13179.0,1670.0,78.0,41850.0
800,WASHINGTON,SPOKANE,2017,217066,789.0,3.0,140.0,146.0,500.0,7902.0,1156.0,5817.0,929.0,13.0,17395.0
801,WASHINGTON,TACOMA,2017,213504,770.0,4.0,75.0,183.0,508.0,5955.0,1052.0,3819.0,1084.0,32.0,13482.0
802,WASHINGTON,VANCOUVER,2017,176884,295.0,6.0,62.0,60.0,167.0,2656.0,365.0,1770.0,521.0,24.0,5926.0
803,WISCONSIN,GREEN BAY,2017,105331,211.0,0.0,39.0,25.0,147.0,920.0,139.0,751.0,30.0,7.0,2269.0
804,WISCONSIN,MADISON,2017,255850,477.0,7.0,39.0,110.0,321.0,3243.0,433.0,2651.0,159.0,5.0,7445.0
805,ALABAMA,BIRMINGHAM,2018,212178,1978.0,47.0,86.0,398.0,1447.0,6280.0,1152.0,4233.0,895.0,76.0,16592.0
806,ALABAMA,MOBILE5,2018,248431,820.0,15.0,73.0,185.0,547.0,6027.0,1235.0,4183.0,609.0,24.0,13718.0
807,ALABAMA,MONTGOMERY,2018,199099,559.0,12.0,22.0,152.0,373.0,4098.0,995.0,2672.0,431.0,,9314.0
808,ALABAMA,MONTGOMERY,2018,101124,253.0,3.0,20.0,71.0,159.0,2092.0,414.0,1569.0,109.0,0.0,4690.0
809,ALASKA,ANCHORAGE,2018,296188,1777.0,10.0,219.0,372.0,1176.0,7655.0,1101.0,4832.0,1722.0,23.0,18887.0
810,ARIZONA,CHANDLER,2018,249355,287.0,1.0,74.0,62.0,150.0,2771.0,369.0,2241.0,161.0,8.0,6124.0
811,ARIZONA,GILBERT,2018,242090,131.0,1.0,48.0,15.0,67.0,1695.0,213.0,1400.0,82.0,5.0,3657.0
812,ARIZONA,GLENDALE,2018,249273,594.0,7.0,69.0,171.0,347.0,4830.0,756.0,3581.0,493.0,34.0,10882.0
813,ARIZONA,MESA,2018,492268,967.0,10.0,143.0,192.0,622.0,5113.0,751.0,3901.0,461.0,7.0,12167.0
814,ARIZONA,PEORIA,2018,165889,201.0,2.0,33.0,29.0,137.0,1596.0,281.0,1224.0,91.0,4.0,3598.0
815,ARIZONA,SCOTTSDALE,2018,251840,211.0,7.0,53.0,52.0,99.0,2853.0,350.0,2362.0,141.0,7.0,6135.0
816,ARIZONA,SURPRISE,2018,135345,67.0,3.0,10.0,20.0,34.0,1088.0,138.0,860.0,90.0,3.0,2313.0
817,ARIZONA,TEMPE,2018,186086,448.0,3.0,75.0,97.0,273.0,3567.0,456.0,2841.0,270.0,3.0,8033.0
818,ARIZONA,TUCSON,2018,532323,2027.0,26.0,255.0,670.0,1076.0,13925.0,1690.0,10959.0,1276.0,92.0,31996.0
819,ARKANSAS,LITTLE ROCK,2018,199314,1326.0,20.0,120.0,149.0,1037.0,6145.0,1060.0,4576.0,509.0,24.0,14966.0
820,CALIFORNIA,ANAHEIM,2018,353400,578.0,2.0,70.0,195.0,311.0,4399.0,733.0,2969.0,697.0,13.0,9967.0
821,CALIFORNIA,ANTIOCH,2018,112252,283.0,1.0,24.0,102.0,156.0,1479.0,278.0,910.0,291.0,26.0,3550.0
822,CALIFORNIA,BAKERSFIELD,2018,381154,911.0,18.0,60.0,402.0,431.0,8330.0,1997.0,4875.0,1458.0,116.0,18598.0
823,CALIFORNIA,BERKELEY,2018,122687,289.0,1.0,33.0,170.0,85.0,2543.0,412.0,1858.0,273.0,21.0,5685.0
824,CALIFORNIA,BURBANK,2018,104622,129.0,0.0,7.0,48.0,74.0,1362.0,141.0,1115.0,106.0,7.0,2989.0
825,CALIFORNIA,CARLSBAD,2018,115344,115.0,1.0,19.0,23.0,72.0,1081.0,169.0,830.0,82.0,5.0,2397.0
826,CALIFORNIA,CHULA VISTA,2018,271109,406.0,4.0,43.0,114.0,245.0,1905.0,307.0,1244.0,354.0,9.0,4631.0
827,CALIFORNIA,CLOVIS,2018,108419,106.0,1.0,23.0,15.0,67.0,1271.0,160.0,1024.0,87.0,2.0,2756.0
828,CALIFORNIA,CONCORD,2018,129789,246.0,1.0,27.0,103.0,115.0,2151.0,261.0,1611.0,279.0,12.0,4806.0
829,CALIFORNIA,CORONA,2018,169164,127.0,4.0,27.0,49.0,47.0,1535.0,191.0,1082.0,262.0,10.0,3334.0
830,CALIFORNIA,COSTA MESA,2018,113267,170.0,2.0,34.0,60.0,74.0,1860.0,260.0,1439.0,161.0,12.0,4072.0
831,CALIFORNIA,DALY CITY,2018,107355,113.0,2.0,18.0,45.0,48.0,719.0,119.0,517.0,83.0,3.0,1667.0
832,CALIFORNIA,DOWNEY,2018,113511,174.0,3.0,7.0,83.0,81.0,1352.0,243.0,784.0,325.0,8.0,3060.0
833,CALIFORNIA,EL CAJON,2018,104447,246.0,2.0,20.0,86.0,138.0,1164.0,166.0,827.0,171.0,9.0,2829.0
834,CALIFORNIA,ELK GROVE,2018,172620,261.0,0.0,15.0,40.0,206.0,1113.0,146.0,878.0,89.0,6.0,2754.0
835,CALIFORNIA,EL MONTE,2018,116168,181.0,2.0,12.0,78.0,89.0,1216.0,257.0,677.0,282.0,10.0,2804.0
836,CALIFORNIA,ESCONDIDO,2018,152845,237.0,1.0,28.0,71.0,137.0,1370.0,187.0,933.0,250.0,5.0,3219.0
837,CALIFORNIA,FAIRFIELD,2018,116372,335.0,2.0,53.0,89.0,191.0,1639.0,211.0,1121.0,307.0,11.0,3959.0
838,CALIFORNIA,FONTANA,2018,211782,331.0,5.0,27.0,94.0,205.0,1683.0,289.0,928.0,466.0,5.0,4033.0
839,CALIFORNIA,FREMONT,2018,236368,272.0,1.0,32.0,115.0,124.0,2372.0,402.0,1608.0,362.0,6.0,5294.0
840,CALIFORNIA,FRESNO,2018,526371,1489.0,18.0,93.0,473.0,905.0,8628.0,1411.0,6126.0,1091.0,129.0,20363.0
841,CALIFORNIA,FULLERTON,2018,141637,174.0,0.0,27.0,66.0,81.0,1878.0,176.0,1460.0,242.0,8.0,4112.0
842,CALIFORNIA,GARDEN GROVE,2018,175466,266.0,2.0,28.0,90.0,146.0,2096.0,329.0,1438.0,329.0,6.0,4730.0
843,CALIFORNIA,GLENDALE,2018,202381,83.0,0.0,16.0,24.0,43.0,1491.0,188.0,1156.0,147.0,5.0,3153.0
844,CALIFORNIA,HAYWARD,2018,161417,330.0,0.0,55.0,170.0,105.0,2434.0,262.0,1468.0,704.0,9.0,5537.0
845,CALIFORNIA,HUNTINGTON BEACH,2018,202244,218.0,0.0,41.0,59.0,118.0,1871.0,227.0,1485.0,159.0,9.0,4187.0
846,CALIFORNIA,INGLEWOOD,2018,110811,349.0,7.0,29.0,155.0,158.0,1382.0,220.0,823.0,339.0,6.0,3468.0
847,CALIFORNIA,IRVINE,2018,276115,83.0,0.0,23.0,22.0,38.0,1673.0,273.0,1316.0,84.0,2.0,3514.0
848,CALIFORNIA,JURUPA VALLEY,2018,104922,134.0,5.0,8.0,45.0,76.0,1389.0,201.0,791.0,397.0,0.0,3046.0
849,CALIFORNIA,LANCASTER,2018,160653,586.0,4.0,49.0,142.0,391.0,1855.0,512.0,981.0,362.0,14.0,4896.0
850,CALIFORNIA,LONG BEACH,2018,471397,1702.0,11.0,107.0,527.0,1057.0,5936.0,1077.0,3688.0,1171.0,57.0,15333.0
851,CALIFORNIA,LOS ANGELES,2018,4007147,14472.0,133.0,1281.0,5138.0,7920.0,50015.0,7875.0,33317.0,8823.0,897.0,129871.0
852,CALIFORNIA,MODESTO,2018,213677,963.0,8.0,47.0,204.0,704.0,3965.0,564.0,2819.0,582.0,26.0,9882.0
853,CALIFORNIA,MORENO VALLEY,2018,207418,396.0,7.0,17.0,141.0,231.0,2933.0,591.0,1828.0,514.0,5.0,6663.0
854,CALIFORNIA,MURRIETA,2018,113016,51.0,2.0,7.0,18.0,24.0,661.0,128.0,435.0,98.0,2.0,1426.0
855,CALIFORNIA,NORWALK,2018,106278,219.0,5.0,4.0,61.0,149.0,1057.0,222.0,604.0,231.0,4.0,2556.0
856,CALIFORNIA,OAKLAND,2018,424915,2675.0,32.0,214.0,1220.0,1209.0,10677.0,1160.0,7021.0,2496.0,106.0,26810.0
857,CALIFORNIA,OCEANSIDE,2018,176815,309.0,3.0,33.0,72.0,201.0,1845.0,258.0,1346.0,241.0,12.0,4320.0
858,CALIFORNIA,ONTARIO,2018,174724,311.0,4.0,57.0,109.0,141.0,2329.0,340.0,1479.0,510.0,17.0,5297.0
859,CALIFORNIA,ORANGE,2018,141130,91.0,2.0,1.0,44.0,44.0,1232.0,239.0,852.0,141.0,7.0,2653.0
860,CALIFORNIA,OXNARD,2018,209513,426.0,8.0,31.0,195.0,192.0,2591.0,351.0,1831.0,409.0,20.0,6054.0
861,CALIFORNIA,PALMDALE,2018,158094,325.0,3.0,22.0,84.0,216.0,1203.0,287.0,692.0,224.0,9.0,3065.0
862,CALIFORNIA,PASADENA,2018,142891,236.0,2.0,21.0,75.0,138.0,1447.0,349.0,934.0,164.0,10.0,3376.0
863,CALIFORNIA,POMONA,2018,153066,443.0,9.0,44.0,180.0,210.0,2370.0,413.0,1429.0,528.0,17.0,5643.0
864,CALIFORNIA,RANCHO CUCAMONGA,2018,178308,133.0,1.0,22.0,52.0,58.0,1891.0,366.0,1331.0,194.0,8.0,4056.0
865,CALIFORNIA,RIALTO6,2018,103980,243.0,2.0,26.0,87.0,128.0,1408.0,226.0,872.0,310.0,7.0,3309.0
866,CALIFORNIA,RICHMOND,2018,110804,500.0,7.0,11.0,189.0,293.0,2057.0,126.0,1072.0,859.0,18.0,5132.0
867,CALIFORNIA,RIVERSIDE,2018,328023,801.0,9.0,73.0,271.0,448.0,5199.0,754.0,3552.0,893.0,35.0,12035.0
868,CALIFORNIA,ROSEVILLE,2018,135028,123.0,2.0,14.0,59.0,48.0,1716.0,228.0,1341.0,147.0,3.0,3681.0
869,CALIFORNIA,SACRAMENTO,2018,499997,1606.0,17.0,54.0,491.0,1044.0,7649.0,1348.0,4887.0,1414.0,62.0,18572.0
870,CALIFORNIA,SALINAS,2018,158313,484.0,9.0,54.0,156.0,265.0,2145.0,495.0,1069.0,581.0,13.0,5271.0
871,CALIFORNIA,SAN BERNARDINO,2018,217259,1417.0,21.0,86.0,461.0,849.0,4095.0,1111.0,1970.0,1014.0,32.0,11056.0
872,CALIFORNIA,SAN DIEGO,2018,1424116,2630.0,18.0,310.0,653.0,1649.0,12983.0,1798.0,8698.0,2487.0,91.0,31317.0
873,CALIFORNIA,SAN FRANCISCO,2018,881255,3060.0,21.0,185.0,1521.0,1333.0,23559.0,2583.0,18998.0,1978.0,126.0,53364.0
874,CALIFORNIA,SAN JOSE,2018,1037529,2077.0,15.0,257.0,788.0,1017.0,13018.0,2253.0,6468.0,4297.0,71.0,30261.0
875,CALIFORNIA,SAN MATEO,2018,105090,136.0,0.0,6.0,40.0,90.0,1076.0,346.0,618.0,112.0,3.0,2427.0
876,CALIFORNIA,SANTA ANA,2018,335699,727.0,10.0,78.0,247.0,392.0,3075.0,418.0,1877.0,780.0,27.0,7631.0
877,CALIFORNIA,SANTA CLARA,2018,127538,103.0,0.0,26.0,36.0,41.0,1620.0,185.0,1218.0,217.0,4.0,3450.0
878,CALIFORNIA,SANTA CLARITA,2018,216350,169.0,3.0,23.0,54.0,89.0,1295.0,310.0,832.0,153.0,15.0,2943.0
879,CALIFORNIA,SANTA MARIA,2018,107424,238.0,2.0,28.0,73.0,135.0,1032.0,179.0,529.0,324.0,10.0,2550.0
880,CALIFORNIA,SANTA ROSA,2018,176361,389.0,3.0,81.0,64.0,241.0,1556.0,256.0,1096.0,204.0,14.0,3904.0
881,CALIFORNIA,SIMI VALLEY,2018,126635,110.0,0.0,25.0,31.0,54.0,802.0,112.0,618.0,72.0,0.0,1824.0
882,CALIFORNIA,STOCKTON,2018,309566,2045.0,15.0,93.0,559.0,1378.0,5624.0,1158.0,3435.0,1031.0,82.0,15420.0
883,CALIFORNIA,SUNNYVALE,2018,154919,116.0,0.0,23.0,37.0,56.0,1265.0,201.0,862.0,202.0,1.0,2763.0
884,CALIFORNIA,TEMECULA,2018,115220,65.0,0.0,0.0,29.0,36.0,1334.0,213.0,973.0,148.0,0.0,2798.0
885,CALIFORNIA,THOUSAND OAKS,2018,129240,51.0,2.0,13.0,13.0,23.0,707.0,104.0,545.0,58.0,2.0,1518.0
886,CALIFORNIA,TORRANCE,2018,147482,125.0,1.0,11.0,55.0,58.0,1353.0,238.0,978.0,137.0,7.0,2963.0
887,CALIFORNIA,VALLEJO,2018,122174,474.0,4.0,42.0,170.0,258.0,2024.0,1069.0,490.0,465.0,20.0,5016.0
888,CALIFORNIA,VENTURA,2018,110006,223.0,1.0,31.0,48.0,143.0,1728.0,274.0,1302.0,152.0,26.0,3928.0
889,CALIFORNIA,VICTORVILLE,2018,123284,389.0,5.0,25.0,126.0,233.0,1404.0,334.0,720.0,350.0,14.0,3600.0
890,CALIFORNIA,VISALIA,2018,132143,215.0,1.0,45.0,68.0,101.0,2048.0,359.0,1432.0,257.0,7.0,4533.0
891,CALIFORNIA,VISTA,2018,103004,155.0,1.0,21.0,41.0,92.0,735.0,138.0,445.0,152.0,0.0,1780.0
892,CALIFORNIA,WEST COVINA,2018,108128,128.0,0.0,7.0,72.0,49.0,1262.0,198.0,885.0,179.0,3.0,2783.0
893,COLORADO,AURORA,2018,368018,1275.0,9.0,183.0,293.0,790.0,5504.0,828.0,3572.0,1104.0,30.0,13588.0
894,COLORADO,CENTENNIAL,2018,111416,97.0,1.0,21.0,8.0,67.0,944.0,119.0,740.0,85.0,5.0,2087.0
895,COLORADO,COLORADO SPRINGS,2018,472958,1272.0,10.0,233.0,223.0,806.0,7147.0,1077.0,4942.0,1128.0,72.0,16910.0
896,COLORADO,DENVER,2018,706616,2494.0,36.0,347.0,570.0,1541.0,12947.0,2060.0,8302.0,2585.0,61.0,30943.0
897,COLORADO,FORT COLLINS,2018,167633,173.0,1.0,11.0,17.0,144.0,1790.0,181.0,1532.0,77.0,4.0,3930.0
898,COLORADO,GREELEY,2018,105906,210.0,1.0,44.0,30.0,135.0,1308.0,182.0,986.0,140.0,11.0,3047.0
899,COLORADO,PUEBLO,2018,110872,558.0,3.0,88.0,109.0,358.0,3168.0,639.0,1966.0,563.0,31.0,7483.0
900,COLORADO,THORNTON4,2018,139825,173.0,1.0,59.0,42.0,71.0,2186.0,236.0,1597.0,353.0,13.0,4731.0
901,COLORADO,WESTMINSTER,2018,115155,169.0,13.0,28.0,38.0,90.0,1729.0,150.0,1271.0,308.0,15.0,3811.0
902,CONNECTICUT,BRIDGEPORT,2018,146110,439.0,5.0,29.0,131.0,274.0,1411.0,239.0,876.0,296.0,9.0,3709.0
903,CONNECTICUT,HARTFORD,2018,122891,677.0,9.0,24.0,179.0,465.0,2311.0,332.0,1572.0,407.0,38.0,6014.0
904,CONNECTICUT,STAMFORD,2018,130189,110.0,2.0,8.0,26.0,74.0,1026.0,110.0,805.0,111.0,3.0,2275.0
905,CONNECTICUT,WATERBURY,2018,107924,247.0,3.0,30.0,96.0,118.0,2075.0,277.0,1395.0,403.0,5.0,4649.0
906,FLORIDA,CAPE CORAL,2018,184346,123.0,0.0,6.0,28.0,89.0,1369.0,202.0,1084.0,83.0,1.0,2985.0
907,FLORIDA,CLEARWATER,2018,115295,267.0,2.0,53.0,59.0,153.0,1680.0,185.0,1394.0,101.0,4.0,3898.0
908,FLORIDA,CORAL SPRINGS,2018,131558,82.0,0.0,14.0,29.0,39.0,1035.0,104.0,855.0,76.0,1.0,2235.0
909,FLORIDA,DAVIE,2018,103555,137.0,0.0,16.0,35.0,86.0,1374.0,107.0,1134.0,133.0,1.0,3023.0
910,FLORIDA,FORT LAUDERDALE,2018,180972,505.0,11.0,33.0,162.0,299.0,4428.0,625.0,3368.0,435.0,5.0,9871.0
911,FLORIDA,GAINESVILLE,2018,132777,501.0,4.0,74.0,113.0,310.0,2532.0,272.0,2087.0,173.0,5.0,6071.0
912,FLORIDA,HIALEAH,2018,238260,281.0,1.0,18.0,84.0,178.0,2686.0,213.0,2094.0,379.0,1.0,5935.0
913,FLORIDA,HOLLYWOOD,2018,153893,189.0,4.0,12.0,56.0,117.0,2101.0,249.0,1576.0,276.0,2.0,4582.0
914,FLORIDA,JACKSONVILLE,2018,894638,2766.0,55.0,289.0,674.0,1748.0,15404.0,2458.0,11465.0,1481.0,45.0,36385.0
915,FLORIDA,LAKELAND,2018,107927,159.0,3.0,45.0,32.0,79.0,1834.0,278.0,1465.0,91.0,0.0,3986.0
916,FLORIDA,MIAMI,2018,463009,1419.0,27.0,56.0,396.0,940.0,8439.0,1091.0,6517.0,831.0,30.0,19746.0
917,FLORIDA,MIAMI GARDENS,2018,114008,437.0,12.0,8.0,116.0,301.0,2149.0,251.0,1694.0,204.0,8.0,5180.0
918,FLORIDA,MIRAMAR,2018,141328,163.0,3.0,15.0,47.0,98.0,1043.0,106.0,792.0,145.0,2.0,2414.0
919,FLORIDA,ORLANDO,2018,283982,1059.0,22.0,83.0,313.0,641.0,6688.0,776.0,5351.0,561.0,4.0,15498.0
920,FLORIDA,PALM BAY,2018,111275,216.0,2.0,35.0,19.0,160.0,1129.0,226.0,835.0,68.0,3.0,2693.0
921,FLORIDA,PEMBROKE PINES,2018,170923,157.0,1.0,14.0,31.0,111.0,1616.0,123.0,1372.0,121.0,2.0,3548.0
922,FLORIDA,POMPANO BEACH,2018,111027,430.0,1.0,47.0,139.0,243.0,2187.0,303.0,1588.0,296.0,2.0,5236.0
923,FLORIDA,PORT ST. LUCIE,2018,188652,100.0,2.0,16.0,16.0,66.0,900.0,146.0,717.0,37.0,4.0,2004.0
924,FLORIDA,ST. PETERSBURG,2018,263712,760.0,12.0,65.0,187.0,496.0,4332.0,612.0,3337.0,383.0,22.0,10206.0
925,FLORIDA,TALLAHASSEE,2018,192455,674.0,5.0,112.0,133.0,424.0,4285.0,655.0,3268.0,362.0,4.0,9922.0
926,FLORIDA,TAMPA,2018,384360,786.0,10.0,39.0,153.0,584.0,3135.0,534.0,2372.0,229.0,16.0,7858.0
927,FLORIDA,WEST PALM BEACH,2018,109459,538.0,16.0,46.0,183.0,293.0,2146.0,333.0,1614.0,199.0,9.0,5377.0
928,GEORGIA,ATLANTA,2018,481343,1947.0,42.0,128.0,557.0,1220.0,10892.0,1475.0,7837.0,1580.0,47.0,25725.0
929,GEORGIA,COLUMBUS,2018,198832,551.0,15.0,35.0,133.0,368.0,4142.0,746.0,3060.0,336.0,2.0,9388.0
930,GEORGIA,SANDY SPRINGS,2018,107740,63.0,2.0,7.0,23.0,31.0,1000.0,165.0,756.0,79.0,1.0,2127.0
931,GEORGIA,SAVANNAH-CHATHAM METROPOLITAN,2018,242941,453.0,10.0,81.0,129.0,233.0,2887.0,449.0,2091.0,347.0,5.0,6685.0
932,HAWAII,HONOLULU5,2018,990384,1200.0,8.0,164.0,413.0,615.0,14397.0,1654.0,10435.0,2308.0,146.0,31340.0
933,ILLINOIS,AURORA,2018,201599,257.0,2.0,27.0,46.0,182.0,1071.0,129.0,872.0,70.0,4.0,2660.0
934,ILLINOIS,CHICAGO,2018,2706171,12987.0,253.0,828.0,4631.0,7275.0,40135.0,5414.0,29900.0,4821.0,191.0,106435.0
935,ILLINOIS,ELGIN,2018,112767,91.0,2.0,17.0,29.0,43.0,667.0,78.0,548.0,41.0,2.0,1518.0
936,ILLINOIS,JOLIET,2018,148342,233.0,3.0,20.0,65.0,145.0,1004.0,229.0,711.0,64.0,27.0,2501.0
937,ILLINOIS,NAPERVILLE,2018,147934,50.0,0.0,14.0,9.0,27.0,664.0,82.0,567.0,15.0,0.0,1428.0
938,ILLINOIS,PEORIA,2018,114157,418.0,10.0,33.0,79.0,296.0,2187.0,462.0,1515.0,210.0,28.0,5238.0
939,ILLINOIS,ROCKFORD,2018,146770,976.0,9.0,59.0,151.0,757.0,2575.0,605.0,1761.0,209.0,29.0,7131.0
940,ILLINOIS,SPRINGFIELD,2018,115568,487.0,7.0,34.0,86.0,360.0,2494.0,584.0,1823.0,87.0,9.0,5971.0
941,INDIANA,EVANSVILLE,2018,119371,323.0,7.0,41.0,78.0,197.0,2591.0,377.0,1969.0,245.0,14.0,5842.0
942,INDIANA,FORT WAYNE,2018,266259,508.0,22.0,71.0,149.0,266.0,3342.0,488.0,2585.0,269.0,17.0,7717.0
943,INDIANA,INDIANAPOLIS,2018,870788,5402.0,73.0,341.0,1436.0,3552.0,17350.0,3512.0,11395.0,2443.0,100.0,45604.0
944,INDIANA,SOUTH BEND,2018,101857,465.0,5.0,34.0,139.0,287.0,1844.0,422.0,1265.0,157.0,17.0,4635.0
945,IOWA,CEDAR RAPIDS,2018,131878,149.0,3.0,13.0,44.0,89.0,2183.0,390.0,1644.0,149.0,8.0,4672.0
946,IOWA,DAVENPORT,2018,103063,314.0,6.0,44.0,68.0,196.0,2327.0,494.0,1578.0,255.0,7.0,5289.0
947,KANSAS,OLATHE,2018,137070,153.0,2.0,45.0,12.0,94.0,996.0,65.0,852.0,79.0,6.0,2304.0
948,KANSAS,OVERLAND PARK,2018,191566,205.0,2.0,65.0,37.0,101.0,1778.0,168.0,1440.0,170.0,10.0,3976.0
949,KANSAS,TOPEKA,2018,126624,328.0,8.0,29.0,93.0,198.0,3119.0,431.0,2359.0,329.0,3.0,6897.0
950,KANSAS,WICHITA,2018,391084,2251.0,24.0,179.0,245.0,1803.0,9424.0,1552.0,6541.0,1331.0,69.0,23419.0
951,KENTUCKY,LEXINGTON,2018,322332,491.0,17.0,107.0,228.0,139.0,5148.0,743.0,3888.0,517.0,23.0,11301.0
952,LOUISIANA,BATON ROUGE,2018,227403,1025.0,44.0,46.0,335.0,600.0,5982.0,1438.0,4031.0,513.0,85.0,14099.0
953,LOUISIANA,LAFAYETTE,2018,128691,359.0,3.0,14.0,87.0,255.0,2941.0,512.0,2251.0,178.0,10.0,6610.0
954,LOUISIANA,NEW ORLEANS,2018,397447,2244.0,90.0,338.0,612.0,1204.0,8287.0,956.0,5928.0,1403.0,0.0,21062.0
955,LOUISIANA,SHREVEPORT,2018,193937,805.0,17.0,68.0,168.0,552.0,4909.0,924.0,3556.0,429.0,44.0,11472.0
956,MARYLAND,BALTIMORE,2018,613217,5146.0,135.0,188.0,2318.0,2505.0,12339.0,2828.0,7492.0,2019.0,98.0,35068.0
957,MASSACHUSETTS,BOSTON,2018,682903,2129.0,26.0,133.0,601.0,1369.0,6504.0,942.0,5031.0,531.0,0.0,17266.0
958,MASSACHUSETTS,CAMBRIDGE,2018,111707,152.0,0.0,13.0,45.0,94.0,910.0,126.0,751.0,33.0,6.0,2130.0
959,MASSACHUSETTS,LOWELL,2018,111294,156.0,3.0,8.0,48.0,97.0,806.0,191.0,532.0,83.0,8.0,1932.0
960,MASSACHUSETTS,SPRINGFIELD,2018,154562,757.0,10.0,54.0,239.0,454.0,1879.0,444.0,1222.0,213.0,12.0,5284.0
961,MASSACHUSETTS,WORCESTER,2018,185107,588.0,1.0,25.0,143.0,419.0,1861.0,405.0,1312.0,144.0,6.0,4904.0
962,MICHIGAN,ANN ARBOR,2018,121930,127.0,2.0,26.0,17.0,82.0,842.0,104.0,715.0,23.0,3.0,1941.0
963,MICHIGAN,CLINTON TOWNSHIP,2018,100999,157.0,1.0,32.0,8.0,116.0,683.0,75.0,521.0,87.0,7.0,1687.0
964,MICHIGAN,DETROIT,2018,670792,6267.0,125.0,477.0,1104.0,4561.0,13374.0,3328.0,6927.0,3119.0,387.0,39669.0
965,MICHIGAN,GRAND RAPIDS,2018,197868,573.0,4.0,51.0,133.0,385.0,1563.0,277.0,1199.0,87.0,18.0,4290.0
966,MICHIGAN,LANSING,2018,116302,574.0,2.0,59.0,71.0,442.0,1552.0,367.0,1022.0,163.0,12.0,4264.0
967,MICHIGAN,STERLING HEIGHTS,2018,132882,127.0,1.0,20.0,8.0,98.0,665.0,68.0,545.0,52.0,1.0,1585.0
968,MICHIGAN,WARREN,2018,135303,333.0,0.0,64.0,59.0,210.0,1372.0,285.0,798.0,289.0,4.0,3414.0
